split,class,filename,mean_intensity,std_intensity,skewness,kurtosis,median_intensity,contrast,entropy,percent_white_pixels,percent_black_pixels,variance_of_laplacian,edge_density,aspect_ratio,area,mode_intensity
train,COVID19,COVID19(0).jpg,147.94360125,25.901740017438954,-0.46854876444787447,-0.02556470341995709,153.0,177,6.6570697,0.01199475,0.0,78.5952531991477,0.000576,1.0,4000000,162
train,COVID19,COVID19(1).jpg,186.54125864221993,52.74787789850729,-1.000991024622727,0.9237736783392609,191.0,255,7.2171974,0.41669764724626907,0.024756547115673995,54.80215931696063,0.000947461022345509,1.3373819163292848,2937324,247
train,COVID19,COVID19(10).jpg,141.74806620954644,63.10662789108626,-0.8913334535068633,-0.23570443230160842,164.0,255,7.2090063,0.1230795250883498,0.1153593140580352,198.67245073902566,0.0043927271911775425,1.0067895247332688,1070178,0
train,COVID19,COVID19(100).jpg,137.55003512243988,59.80736841841542,-0.30107090719137136,-1.0829294392269029,139.0,226,7.2864733,0.2683549870810504,0.07051303195225792,8.81042377568232,0.0001777500870425684,1.1181818181818182,1637130,206
train,COVID19,COVID19(101).jpg,146.60157000126267,54.60259823240788,-1.3441157519552365,1.0621677335189394,165.0,255,7.142302,0.05695150028611419,0.08419225799172016,20.877801894096425,0.004727734808410951,1.2202429149797571,1861145,0
train,COVID19,COVID19(102).jpg,114.15820709496398,47.77995215843594,-0.4779058069958843,-0.7257772300610257,123.0,253,7.419901,0.0002543741683921418,0.12116748849090302,54.238104760023575,0.0030026824912303173,1.1989881956155144,1686492,170
train,COVID19,COVID19(103).jpg,125.59887341566,60.620269442530024,-0.7814807028648071,-0.3515921563994673,141.0,222,7.2758427,0.06437144711025171,0.15154343088619637,345.31696993335515,0.012090488660481397,1.122657580919932,386833,0
train,COVID19,COVID19(104).jpg,151.56014127423822,57.32803301771625,-0.3685164274217085,-0.4642443254277002,155.0,255,7.7662363,0.2247202216066482,0.049056912616469404,260.05141309491546,0.003394610929236968,1.2188365650969528,3971000,0
train,COVID19,COVID19(105).jpg,150.17498790684817,44.52958774461618,-0.9106679718237342,1.000439061245955,153.0,255,3.091115,0.1562020592909958,0.024459263354294797,1324.273919613202,0.008447930343445511,0.8603448275862069,289420,187
train,COVID19,COVID19(106).jpg,149.02485049625028,34.30368018698753,-0.8721262771202852,0.6918761070731718,156.0,254,7.0167646,0.016886130924159755,0.011162684702289117,130.97486219680263,0.014288969858262848,1.2020075282308658,763526,167
train,COVID19,COVID19(107).jpg,159.081404494382,24.92459381923029,-0.7012162700746619,0.131478718980512,163.0,218,6.586109,0.010267522739432851,1.0700909577314071e-05,455.1423688244258,0.006776350989834136,1.0383333333333333,373800,172
train,COVID19,COVID19(108).jpg,159.16435516439137,48.40770568731015,-0.7793824450190914,-0.3307385298040524,173.0,255,7.3383684,0.2249242790044335,0.018055616522540712,43.11373052065324,0.004969053158333699,1.198394495412844,911240,197
train,COVID19,COVID19(109).jpg,170.91551216119763,47.32682287606355,-1.4234603332594131,1.5650809412382447,189.0,255,7.0994263,0.3312164857890595,0.028945500834741515,55.0691323751722,0.005120290217561497,1.1903190319031902,983538,204
train,COVID19,COVID19(11).jpg,106.14565532531765,43.27202725561292,0.5847069052593936,-0.008188744104602463,100.0,255,7.2794037,0.009094397544128933,0.07652852391916092,92.11809523485222,0.0034002728745629743,1.2064814814814815,1407240,80
train,COVID19,COVID19(110).jpg,179.30078201688372,47.24735507068537,-1.134821468918464,0.49177957620187973,197.0,249,7.151745,0.4639617826058504,0.00935802630717885,37.03701344265066,0.004796806491721746,1.1706214689265537,916860,217
train,COVID19,COVID19(111).jpg,136.7607346593103,42.05443525892388,0.40980723593771046,-0.6925179133327237,131.0,208,7.332104,0.09522131510199618,1.4737201313772374e-05,37.89165686593453,0.00038021979389532724,1.3884018880647337,3053497,112
train,COVID19,COVID19(112).jpg,142.467332,30.358465521198156,-0.670267463671601,0.11205807023970538,149.0,235,6.8703995,0.0063885,0.00223675,80.57053065312343,0.000871,1.0,4000000,162
train,COVID19,COVID19(113).jpg,98.3907205,19.024879224081285,-0.488223020462118,0.6525756915358283,103.0,241,6.155423,0.00013025,0.00616675,11.65324848412399,3.65e-05,1.0,4000000,107
train,COVID19,COVID19(114).jpg,153.22805746446295,47.23425707571552,-0.7082107981916922,-0.3876366385641954,166.0,255,7.2484717,0.1583651609085652,0.018271577751180088,39.7170047400453,0.0014805706101480654,1.2088382038488952,2379488,204
train,COVID19,COVID19(115).jpg,121.5228985,30.42657296112556,-0.3592489970099585,-0.2837190534073546,125.0,239,6.926014,3.425e-05,0.01221575,29.980380414236002,0.00013675,1.0,4000000,127
train,COVID19,COVID19(116).jpg,157.0390885095554,56.93268366118713,-0.5773716069162667,-0.4715748228966383,169.0,255,7.4803143,0.2501017849326253,0.03591314740861752,147.9571597214174,0.0006218167172010345,1.0038477982043608,5491972,231
train,COVID19,COVID19(117).jpg,142.31295075,35.692242379515385,-0.5180827104691661,-0.18782001920452762,148.0,254,7.125623,0.0246145,0.0061595,65.47948365061744,0.002916,1.0,4000000,162
train,COVID19,COVID19(118).jpg,166.72490507314038,66.08611470050212,-0.40412135488342726,-0.9807835619472489,178.0,255,7.5377254,0.3782835356364768,0.042953625894802366,174.73141270710894,0.006882975412387177,1.2605042016806722,642600,255
train,COVID19,COVID19(119).jpg,100.74555275,21.34177940910662,-0.42735537908797083,-0.3900433921116848,106.0,214,6.2835355,0.0001245,0.00171925,10.04114748025975,1.7e-05,1.0,4000000,112
train,COVID19,COVID19(12).jpg,93.82993589909181,48.80921430640082,-0.3787739810802944,-0.9400655142595324,101.0,255,7.1311445,0.0013041601009672337,0.22243642496281998,60.56666298722051,0.0016480981921108279,1.001719690455718,1354895,11
train,COVID19,COVID19(120).jpg,138.97274975,50.56955946193196,-0.45825897940818117,-0.6402562230341022,148.0,255,7.588252,0.0838095,0.0536585,261.2380425059838,0.0049535,1.0,4000000,183
train,COVID19,COVID19(121).jpg,148.1559031967125,52.83858984080906,-0.2365211667489504,-0.9953553273425242,152.0,255,7.5668783,0.20709494570606013,0.02090451075724815,39.999054718009496,0.0015887995603923021,1.1121134020618557,2678752,223
train,COVID19,COVID19(122).jpg,135.42325725,35.228784715773585,-0.3732678789910105,-0.7828836268719059,142.0,193,7.0739946,0.0055175,0.001848,57.668359545017445,0.001993,1.0,4000000,152
train,COVID19,COVID19(123).jpg,157.56774,32.03544477281999,-0.6922463960074161,1.2267312532187544,160.0,244,6.986741,0.06750525,0.008423,120.27662843446387,0.00082275,1.0,4000000,166
train,COVID19,COVID19(124).jpg,173.35211904933308,47.269152214428225,-0.369228261117555,-0.6100036517785861,175.0,255,7.226369,0.3511965609798739,0.0032539054063782306,26.39663067244173,0.0003280644199224575,1.0594989561586639,972370,217
train,COVID19,COVID19(125).jpg,181.99671861242993,43.02735421057662,-0.2863794080938922,-0.5942305485777979,183.0,255,7.054105,0.35076711410653216,0.0011562390074036763,22.533177490239467,0.0004537535618613887,1.046972860125261,960874,246
train,COVID19,COVID19(126).jpg,101.754245,19.691382264330116,-0.7312393601103476,0.9862291703272366,108.0,253,6.103942,0.00011925,0.01300225,24.076635217929763,0.00049675,1.0,4000000,112
train,COVID19,COVID19(127).jpg,168.0251696129957,35.56155052015903,-1.1158461117456677,1.6694092438290147,176.0,221,6.960597,0.1669674424953928,0.008963893249607535,9.79574478409291,8.600095556617296e-05,1.1535048802129548,1465100,189
train,COVID19,COVID19(128).jpg,126.97058665472458,45.53062535382511,-0.35691905698966875,-0.4155837837957246,135.0,255,7.165074,0.011694282728765487,0.058958053440812064,302.33278730713147,0.06790565756082997,0.90311986863711,334950,168
train,COVID19,COVID19(129).jpg,125.03463604319364,42.48264551235597,-0.43754413453447566,-0.8378434927854617,132.0,195,7.2746496,0.00021540871705925138,0.05456554579533374,205.72297593532386,0.04492810384378672,0.9606557377049181,357460,170
train,COVID19,COVID19(13).jpg,101.36429241442781,60.286607463308776,-0.11771035811137838,-0.9437714626845324,103.0,255,7.303583,0.009114721602775122,0.2164768503769778,397.8486359014458,0.00339737236440008,1.0060292850990527,1356048,0
train,COVID19,COVID19(130).jpg,111.55226695979047,53.1896350700552,-0.10863179905632296,-1.0007841384706884,116.0,255,7.3157363,0.00772978327837262,0.16868189281982385,313.74767353612634,0.0631600374547083,0.993431855500821,368445,175
train,COVID19,COVID19(131).jpg,145.40119030454082,40.301128403176676,-0.5487694613646479,0.016775262101403232,149.0,255,7.209714,0.04268154525886485,0.014552457851426923,44.89744722931716,0.0015976291749487627,1.2899484536082475,776776,179
train,COVID19,COVID19(132).jpg,147.10014915741283,52.052783727890954,-1.1026979424388503,0.9362743645949738,161.0,255,7.3262157,0.10424303796783341,0.06401924096802823,240.71954136350018,0.0005839800203476417,1.2206896551724138,14783040,0
train,COVID19,COVID19(133).jpg,121.80454326030721,55.88797946218362,-0.09034609074684824,-1.0217243759483023,122.0,255,7.5636296,0.09014954433875197,0.09816231547223409,87.94028757682567,0.0010098497953889517,1.3020041465100207,2726148,205
train,COVID19,COVID19(134).jpg,105.699511,20.234520747002605,-0.3048539093634684,0.3000653455135023,111.0,231,6.232178,0.000165,0.0039465,10.808752686117428,4.075e-05,1.0,4000000,114
train,COVID19,COVID19(135).jpg,99.63266025,21.041870205807985,-0.5441750485421444,1.116328005239593,103.0,253,6.321979,0.00016525,0.02791675,29.652824971963994,0.0005415,1.0,4000000,107
train,COVID19,COVID19(136).jpg,135.71952533721924,63.94044672556504,-0.6905856105747628,-0.2000259904330215,146.0,255,7.3731184,0.1657705307006836,0.1318502426147461,924.951818113076,0.008145332336425781,1.0,1048576,1
train,COVID19,COVID19(137).jpg,146.11139975,27.839390902922077,-0.897479790917033,1.3028661868510865,150.0,220,6.751738,0.006036,0.0053595,82.14481251791692,0.0006965,1.0,4000000,158
train,COVID19,COVID19(138).jpg,116.2661175,23.555641001174084,-0.6639818055146998,0.2889000936725048,121.0,235,6.5209146,3.25e-06,0.0067715,45.260844989134455,0.000876,1.0,4000000,129
train,COVID19,COVID19(139).jpg,146.35219732370433,52.090828693472915,-1.1402440880427893,1.1100913154121441,155.0,255,7.188124,0.1533245274001699,0.06874528727697536,90.33934235483022,0.0005517204757858964,1.2159090909090908,15065600,0
train,COVID19,COVID19(14).jpg,110.11473189780618,64.96764120882678,-0.16959711679812436,-1.0584656217183555,110.0,255,7.381027,0.07314483597045442,0.20554734844996225,290.6528189854497,0.0026141575641474334,1.0,1357225,0
train,COVID19,COVID19(140).jpg,158.81345225,32.092197434687606,-0.7073338496676055,-0.1370511228143747,167.0,193,6.8868766,0.04354225,0.0,92.9076514159,0.00053125,1.0,4000000,182
train,COVID19,COVID19(141).jpg,119.48579949516812,42.65268577388752,0.08983110904711256,-0.29875869139007527,116.0,255,7.292647,0.03829285549649163,0.03714963535011769,53.49167639737261,0.0011572744860729525,1.197642163661581,2490334,140
train,COVID19,COVID19(142).jpg,91.9687165,41.266069371126534,-0.3043794019489387,-0.684865791923809,98.0,190,7.208039,0.0,0.177944,78.22105572328707,0.00106025,1.0,4000000,3
train,COVID19,COVID19(143).jpg,156.7224155,34.38444500563242,-0.9802052342090266,0.5729558400413688,167.0,250,6.932829,0.0417195,0.003986,91.32135274540992,0.00243425,1.0,4000000,175
train,COVID19,COVID19(144).jpg,157.905551,27.973929226806867,-0.5858562969393286,-0.01813519659664875,163.0,201,6.7687187,0.0321105,2.5e-07,95.33019799851775,0.000813,1.0,4000000,176
train,COVID19,COVID19(145).jpg,135.70380513804312,69.12541484759149,-0.6222225868554714,-0.779055948122843,153.0,255,7.0892777,0.20645922942373882,0.1599920138542268,193.10531105008022,0.020507901509989192,0.9958419958419958,230399,7
train,COVID19,COVID19(146).jpg,129.11912292897694,61.532971752122464,-0.35766195065660084,-0.9726249785764423,137.0,251,7.5910773,0.14518595759471672,0.14454871973120148,340.3696728939452,0.020557679681767273,0.906084656084656,517860,205
train,COVID19,COVID19(147).jpg,155.3052957401708,61.88443203068447,-0.5332980520853816,-0.3276962251657314,157.0,252,7.6182847,0.27782458692162376,0.0764427809952905,291.72793996588877,0.006297061666858831,0.8323207776427703,563755,12
train,COVID19,COVID19(148).jpg,141.8510619760305,65.47758377434214,0.019572414183929764,-1.2923417671483715,132.0,245,7.7342815,0.28356599353327266,0.06308737826482604,290.0640541559102,0.006621619005208233,0.9084880636604774,516490,233
train,COVID19,COVID19(149).jpg,147.98790331920412,76.03060818734825,-0.6424661394712359,-0.5834005198927739,164.0,255,7.1578856,0.27754615152989137,0.1470884580640678,650.5321157369181,0.048004539874458574,1.2682926829268293,172692,0
train,COVID19,COVID19(15).jpg,105.7097943010624,47.4089588387574,-0.7535589950786136,-0.3876779167337583,118.0,255,7.039232,0.001537977404585566,0.1596674659421478,54.167728481010194,0.0020631944721457665,1.004306632213609,1353726,158
train,COVID19,COVID19(150).jpg,134.220165697162,72.07183206339852,-0.44513990496622297,-0.6846024868196174,143.0,255,7.1898766,0.19846641988365943,0.15318173805746518,193.3598901158299,0.038010458898877726,1.2704918032786885,170190,0
train,COVID19,COVID19(151).jpg,102.81472556894244,55.29081907599049,-0.0901750736111209,-0.673486917106719,106.0,238,7.20807,0.03390818174659422,0.16139853531774156,343.5156422803539,0.03307347035199622,1.0240963855421688,63495,1
train,COVID19,COVID19(152).jpg,137.79225708502025,58.34922700448526,-0.34379341354658777,-0.8597256083361784,143.0,236,7.3960247,0.18258160425101214,0.062215334008097166,312.90604243004714,0.031582110323886636,1.0364372469635628,63232,0
train,COVID19,COVID19(153).jpg,130.7406035,47.49460913046647,-0.5928219646874755,-0.17767012404289462,135.0,255,7.457945,0.0222495,0.065659,343.7749105080076,0.00246775,1.0,4000000,178
train,COVID19,COVID19(154).jpg,108.56069125,19.611846026628236,-0.37110140458594276,-0.2357454348036545,112.0,216,6.1260777,0.00016275,7.2e-05,10.77612819394943,4.075e-05,1.0,4000000,112
train,COVID19,COVID19(155).jpg,153.2276412109375,63.91454806751273,-0.2204979341954079,-0.520061564921372,152.0,255,7.644689,0.255266796875,0.05405078125,436.79541229076517,0.00304453125,1.220703125,5120000,255
train,COVID19,COVID19(156).jpg,143.2887235,26.89419297433087,-0.42808603787411165,-0.30305249180851046,147.0,211,6.7020926,0.00291525,0.001508,144.73468371438452,0.000603,1.0,4000000,167
train,COVID19,COVID19(157).jpg,96.351436,20.23068085205993,-1.5319406084535292,3.4025739082722577,102.0,237,5.969387,0.000116,0.03606675,11.255476321915996,3.525e-05,1.0,4000000,103
train,COVID19,COVID19(158).jpg,158.6635772212815,51.10847183159913,-1.1107699025757516,1.5430002358434782,167.0,240,7.332446,0.1896579195393918,0.04804573675440799,87.55536766514669,0.0011997256226825785,1.274582560296846,1481172,0
train,COVID19,COVID19(159).jpg,137.408324,47.479725452144564,-0.56999068760812,-0.3898578645471358,145.0,255,7.4762173,0.05041925,0.050638,691.4789348302719,0.02272225,1.0,4000000,166
train,COVID19,COVID19(16).jpg,72.8413079698664,48.993498176525684,-0.09031036600118404,-0.9906882720650994,80.0,255,6.7209272,0.0009097320890106408,0.32506056362502683,88.01710891347378,0.013891302347926526,1.3321033210332103,97831,1
train,COVID19,COVID19(160).jpg,103.86707125,16.515120244715845,-0.9321641713452634,2.612742194493376,109.0,239,5.85818,0.000157,0.00595625,11.61241848595775,4.1e-05,1.0,4000000,111
train,COVID19,COVID19(161).jpg,143.41441291360294,57.388711862373924,-0.4191829593267585,-0.8708148352228031,151.0,255,7.666938,0.2053911994485294,0.07230392156862746,78.10001551864242,0.00341030943627451,0.99609375,1044480,217
train,COVID19,COVID19(162).jpg,148.46064625,24.32990423907092,-0.5160050716884648,0.0062558357640658535,151.0,227,6.585554,0.00146175,0.00072275,53.75998736895601,2.975e-05,1.0,4000000,169
train,COVID19,COVID19(163).jpg,134.762338,35.97510429135343,-0.49783300728773605,-0.11931627948790124,138.0,248,7.1467032,0.00640925,0.0161015,75.11509827154971,0.00282425,1.0,4000000,162
train,COVID19,COVID19(164).jpg,134.28023025,57.134672224989444,-0.3522228828884149,-0.8832824810123374,139.0,255,7.6436024,0.11866825,0.0796955,186.22087466582778,0.0054555,1.0,4000000,2
train,COVID19,COVID19(165).jpg,129.72760575,30.815959073547692,-0.6491534631892176,-0.38547653313782027,137.0,239,6.8239307,0.00023425,0.00650575,53.824247042747444,0.00143625,1.0,4000000,154
train,COVID19,COVID19(166).jpg,131.44580175826982,54.65664213244859,-0.8326816546562352,0.048010220286816896,142.0,255,7.41564,0.060670420196687815,0.11106368938652135,18.19601088373735,0.00053322831963898,1.0655120481927711,1879120,3
train,COVID19,COVID19(167).jpg,105.9040555,16.412216475934,-0.9262772638843836,2.008075444875474,110.0,252,5.8383927,0.000114,0.0029755,31.47879112908991,0.000535,1.0,4000000,113
train,COVID19,COVID19(168).jpg,152.1974638745301,53.6991487786903,-0.3964232197734312,-0.794915575180247,156.0,242,7.5331097,0.25853836600429647,0.019390692132116003,11.509557090692494,0.0007164255504833512,0.9091796875,953344,209
train,COVID19,COVID19(169).jpg,118.46027622432716,38.59204257104113,0.3590469363869002,-0.867937513537635,113.0,185,7.177043,0.007237368750687869,0.00416601013967991,31.004379138700976,0.00012827019721146926,1.175306957708049,2525918,79
train,COVID19,COVID19(17).jpg,155.64719973500735,55.548303222971334,-0.9037109906766085,0.3977759940925618,163.0,255,7.4545093,0.2343392705981377,0.06339981085669755,7.560596609307822,0.001188946478206115,1.316400580551524,624923,0
train,COVID19,COVID19(170).jpg,131.16051613006573,66.74534950461391,-0.2436581642439034,-0.6112717992538816,132.0,255,7.2727633,0.18911366568617438,0.1209979529136773,164.54498448684106,0.0010265467115463812,1.2328600405679513,7491135,1
train,COVID19,COVID19(171).jpg,122.354571,28.235182882459934,-0.9236675267576889,0.33835107253919494,130.0,225,6.671443,4.25e-06,0.01588675,29.537432918398455,0.00020425,1.0,4000000,142
train,COVID19,COVID19(172).jpg,141.92380710580213,71.31211587822679,-0.6554382212396483,-0.8350693234845874,162.0,255,7.509351,0.2836323770214657,0.14418505588616032,58.37491979613589,0.000664614206773963,1.2140410958904109,6624896,3
train,COVID19,COVID19(173).jpg,149.430951882754,51.989606954265156,-1.1179466331253916,0.8355243445311871,164.0,255,7.0960007,0.11934007707129095,0.06473465330996783,13.493773921307072,0.0004539054394545724,1.043740573152338,1835184,0
train,COVID19,COVID19(174).jpg,104.042353,20.554432495775472,-0.05227512569489672,-1.1860155241536139,106.0,111,6.2234964,0.0,0.0,9.375312494597742,0.0,1.0,4000000,123
train,COVID19,COVID19(175).jpg,136.8555235,52.925064653157946,-0.4105569696516805,-0.8781946200316555,144.0,255,7.585251,0.083592,0.06798825,371.6003782044437,0.01132675,1.0,4000000,189
train,COVID19,COVID19(176).jpg,135.10326733299596,33.38784064180873,-0.09136376844408019,0.9506646034150843,133.0,255,6.9874973,0.032569743168016196,0.013287575910931174,54.69751640740879,0.0014083059210526316,1.2060546875,1264640,130
